edit_sim:analytic,edit_sim:innovation,edit_sim:technology,edit_sim_sent:analytic,edit_sim_sent:innovation,edit_sim_sent:technology,company,haskey:analytic,haskey:innovation,haskey:technology,tic,groundtruth:analytics,example_sent:analytics,start_year:analytics,Notes:analytics,Actuall User
0.375,1,1,veoneers jv zenuity gets approval for hands off self driving tests on public roads in sweden,veoneer partner in ai innovation of sweden,veoneer joins ces 2022 virtually  will showcase its vision for the next decade of automotive safety technology,veoneer,0,1,1,VNE,,,,,
0.375,0.5,0.3,kraneshares msci all china health care etf nyse kure lists on the new york stock exchange,kraneshares to hold eight city china a share inclusion roadshow,kweb kraneshares csi china internet etf announces 5 year track record,krane funds advisors llc,0,0,0,,,,,,
0.375,0.545454545,0.4,chesapeake energy corporation receives notice from nyse regarding continued listing standard,chesapeake energy corporation completes acquisition of chief ed holdings lp and affiliates of tug hill inc,chesapeake energy corporation completes acquisition of chief ed holdings lp and affiliates of tug hill inc,chesapeake energy corporation,0,0,0,CHK,,,,,
0.375,1,1,s koreas kt corp to expand digital health business with sibel,kt chairman calls for 5g innovation for future prosperity,kt chairman advocates new technology for better world,kt corp.,0,1,1,S  ,,,,,
0.375,0.727272727,1,chubb appoints fran obrien deputy chief risk officer ana robic named division president north america personal risk services,chubb names shekar pannala vice president chubb group and global chief information officer,chubb appoints julie dillman executive vice president chubb group and digital transformation officer thomas kropp named senior vice president chubb group and global head of operations and technology,chubb limited,0,0,1,CB,,,,,
0.375,0.454545455,0.3,x financial announces ads ratio change,x financial signs strategic cooperation agreement with citic trust,x financial to hold annual general meeting on december 29 2021,x financial,0,0,0,ALNC,,,,,
0.375,0.545454545,0.4,cohen  steers announces changes to realty indexes,cohen  steers mlp income and energy opportunity fund inc announces liquidation,cohen  steers appoints rodrigo soto to lead west territory for north america institutional business development,cohen  steers inc.,0,0,0,CNS,,,,,
0.375,0.416666667,0.3,shopoff realty investments praelium and singerman real estate llc acquire 126 500 square foot office building in charlotte nc,shopoff realty investments secures 105 million construction loan for 1 8 million square foot logistics center in riverside county,shopoff realty investments praelium and singerman real estate llc acquire 126 500 square foot office building in charlotte nc,shopoff realty investments,0,0,0,ACQUIRE1,,,,,
0.375,0.6,0.2,chef tim love and live nation reveal opening series of shows for new tannahills tavern  music hall,chef tim love and live nation reveal opening series of shows for new tannahills tavern  music hall,chef tim love and live nation reveal opening series of shows for new tannahills tavern  music hall,tannahills tavern  music hall,0,0,0,OF SHOWS FOR NEW TANNH,,,,,
0.375,0.8,0.5,wyndham hotels  resorts announces another multi hotel agreement for its namesake brand,microtel by wyndham showcases innovative new prototype with first moda opening,wyndham signs first 50 hotels for new economy extended stay brand,wyndham hotels  resorts,0,0,0,WH,,,,,
0.375,0.8,0.4,atlas updates progress on financing initiatives to provide greater transparency of quality growth and capital allocation strategies,seaspans 70 vessel newbuild program is now fully financed following completion of innovative 1 4 billion structured financing,apr energy extends gas generation contract in brazil,atlas corp.,0,0,0,ATCX,,,,,
0.375,1,0.75,vista outdoor donates helmets water bottles and bicycles to national ability center,vista outdoor hosts utahs 2016 outdoor concept to company innovation contest,quietkat to highlight next generation technologies at outdoor recreation summit,vista outdoor inc.,0,1,0,VSTO,,,,,
0.375,0.7,0.3,sanuk releases new all gender footwear capsule in partnership with pacific pride foundation,sanuk continues to innovate and lighten footprint on planet with launch of second sustainasole collection,fresh sanuk  grateful dead collab delivers winter ready cozy vibes,sanuk,0,0,0,,,,,,
0.375,0.538461538,0.2,cloopen group holding limited announces pricing of initial public offering,cloopen announced formation of independent special committee for internal investigation,cloopen announces changes in independent directors,cloopen group holding limited,0,0,0,RAAS,,,,,
0.375,1,1,lear appoints alicia davis chief strategy officer to drive advancement and execution of long term growth strategy,lear innovation ventures liv partners with plug and play silicon valley,xevo and reef technology team up to offer contactless parking payments,lear corporation,0,1,1,ADVANCEMENT AN ,,,,,
0.375,0.6,1,sequans communications sa announces pricing of underwritten public offering of american depositary shares,sequans introduces new 4g5g cellular iot modules based on its second generation cat 1 calliope 2 chip,infrafon smart badge connected by sequans monarch technology,sequans communications,0,0,1,SQNS,,,,,
0.375,0.4,0.285714286,spolecnosti natura amp co a avon se spojuji aby vytvorily globalni predni spolecnost v oblasti pece o krasu s primou obsluhou spotrebitelu,natura amp co y avon unen fuerzas para crear un grupo global de belleza lider en la relacion directa con el consumidor,natura amp co i avon ob ediniaiutsia dlia sozdaniia lidera mezhdunarodnoi otrasli priamykh prodazh kosmeticheskoi produktsii,natura co,0,0,0, ,,,,,
0.375,0.4,0.3,residential home health and tutera senior living  health care form joint venture for home health services,graham healthcare group acquires intelicare health services expanding personalized home health care offering into florida,residential home health and tutera senior living  health care form joint venture for home health services,graham healthcare group,0,0,0,,,,,,
0.375,0.727272727,0.5,hycroft announces closing of upsized 86 million public offering including full exercise of over allotment option,hycroft 2022 virtual annual meeting of stockholders information,hycroft appoints jack henris as chief operating officer and fortifies operating and technical teams with several key additions,hycroft mining holding corporation,0,0,0,HYMC,,,,,
0.375,0.5,0.3,ryb education inc selects friedman as its independent registered public accounting firm,ryb education inc announces the approval of name change,ryb education inc announces the approval of name change,ryb education inc.,0,0,0,CPLA,,,,,
0.375,0.454545455,0.333333333,rexford industrial realty inc announces pricing of public offering of 9 600 000 shares of common stock,rexford industrial announces 186 5 million of transaction activity,rexford industrial announces change to virtual format for 2020 annual meeting of stockholders,rexford industrial realty inc.,0,0,0,GRIF,,,,,
0.375,0.545454545,0.2,barings bdc inc prices public offering of 350 0 million 3 300 unsecured notes due 2026 ,barings bdc inc completes merger with sierra income corporation,barings bdc inc completes merger with sierra income corporation,barings bdc inc.,0,0,0,BBDC,,,,,
0.375,0.6,0.4,main street receives stockholder approval to reduce asset coverage ratio to 150,main street announces intention to fully redeem its 6125 notes due 2023,main street announces new portfolio investment through joint venture,main street capital corporation,0,0,0,MSBK,,,,,
0.375,1,0.2,soma builds domestic violence awareness with bi annual giving is beautiful soma bra donation,an intimates innovation introducing bodify,an intimates innovation introducing bodify,soma,0,1,0,,,,,,
0.375,0.8,0.4,preit acknowledges receipt of nyse continued listing standard notice,preit launches curated shopping program small surprises offering an innovative complement to back to school shopping,preit portfolio demonstrates strength as consumers continue to choose in person experiences,preit,0,0,0,,,,,,
